SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,LATITUDE,LONGITUDE,LOCATION
2017,24,T073,5,0,5,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,25,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,27,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,28,T073,9,0,9,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,29,T073,6,0,6,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,30,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,31,T073,5,0,5,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,33,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,36,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,37,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,39,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,23,T073,3,0,3,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,24,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,25,T073,3,0,3,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,27,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,28,T073,4,0,4,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,29,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,30,T073,3,0,3,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,32,T073,4,0,4,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,33,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,36,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2018,37,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,23,T073,34,0,34,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,24,T073,34,0,34,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,25,T073,10,0,10,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,26,T073,41,0,41,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,27,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,28,T073,19,0,19,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,29,T073,4,0,4,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,30,T073,7,0,7,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,31,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,32,T073,3,0,3,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,33,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,35,T073,8,0,8,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,36,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,37,T073,7,0,7,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2019,39,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,24,T073,12,0,12,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,25,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,26,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,27,T073,13,0,13,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,28,T073,32,0,32,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,29,T073,20,0,20,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,30,T073,14,0,14,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,31,T073,29,0,29,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,32,T073,12,0,12,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,33,T073,7,0,7,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,34,T073,11,0,11,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,35,T073,31,0,31,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,38,T073,3,0,3,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2020,39,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,23,T073,50,0,50,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,24,T073,9,0,9,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,27,T073,78,0,78,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,28,T073,113,0,113,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,29,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,30,T073,5,0,5,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,31,T073,14,0,14,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,32,T073,5,0,5,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,33,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,34,T073,5,0,5,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,35,T073,4,0,4,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,36,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,37,T073,37,0,37,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,38,T073,50,0,50,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2021,39,T073,7,0,7,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2022,23,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2022,24,T073,40,0,40,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2022,31,T073,6,0,6,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2022,32,T073,5,0,5,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2022,34,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2022,37,T073,1,0,1,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2022,38,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2017,24,T074,6,0,6,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,25,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,27,T074,8,0,8,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,28,T074,7,0,7,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,29,T074,7,0,7,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,30,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,31,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,32,T074,5,0,5,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,33,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,34,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,35,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,36,T074,2,0,2,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,37,T074,2,0,2,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,38,T074,2,0,2,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,39,T074,8,0,8,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,23,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,24,T074,14,0,14,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,25,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,26,T074,8,0,8,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,27,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,28,T074,11,0,11,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,29,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,30,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,31,T074,2,0,2,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,32,T074,9,0,9,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,33,T074,12,1,11,83.33333333333333,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,34,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,35,T074,5,0,5,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,36,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,37,T074,2,0,2,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2018,38,T074,5,0,5,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,23,T074,16,0,16,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,24,T074,21,0,21,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,25,T074,23,0,23,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,26,T074,23,0,23,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,27,T074,16,0,16,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,28,T074,17,0,17,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,29,T074,12,0,12,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,30,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,31,T074,22,0,22,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,32,T074,32,0,32,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,33,T074,31,0,31,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,34,T074,85,0,85,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,35,T074,67,0,67,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,36,T074,11,0,11,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,37,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,38,T074,11,0,11,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2019,39,T074,67,0,67,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,24,T074,10,0,10,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,25,T074,16,0,16,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,26,T074,8,0,8,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,27,T074,35,0,35,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,28,T074,80,0,80,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,29,T074,110,0,110,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,30,T074,39,0,39,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,31,T074,82,1,81,12.195121951219512,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,32,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,33,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,34,T074,29,0,29,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,35,T074,23,0,23,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,36,T074,7,0,7,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,37,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,38,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2020,39,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,23,T074,8,0,8,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,24,T074,2,0,2,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,25,T074,5,0,5,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,27,T074,20,0,20,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,28,T074,11,0,11,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,29,T074,5,0,5,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,31,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,32,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,34,T074,6,0,6,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,35,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,37,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2021,38,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2022,23,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2022,24,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2022,25,T074,2,0,2,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2022,27,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2022,28,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2022,31,T074,4,0,4,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2022,38,T074,1,0,1,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2017,25,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2017,26,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2017,32,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2017,34,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2018,25,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2018,26,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2018,29,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2018,30,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2018,31,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2018,33,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2018,34,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2018,35,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,24,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,25,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,26,T077,11,0,11,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,27,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,29,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,30,T077,4,0,4,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,31,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,32,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,34,T077,17,1,16,58.8235294117647,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,35,T077,33,0,33,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,36,T077,24,1,23,41.66666666666666,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,37,T077,47,0,47,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,38,T077,16,0,16,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2019,39,T077,35,0,35,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,27,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,28,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,29,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,31,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,32,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,33,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,34,T077,5,0,5,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,35,T077,10,1,9,100.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,38,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2020,40,T077,5,0,5,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2021,28,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2021,32,T077,4,0,4,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2021,34,T077,1,0,1,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2021,38,T077,13,0,13,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2022,26,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2022,31,T077,6,0,6,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2022,34,T077,3,0,3,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2017,24,T082,1,0,1,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,25,T082,1,0,1,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,27,T082,1,0,1,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,28,T082,4,0,4,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,29,T082,2,0,2,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,30,T082,1,0,1,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,31,T082,3,0,3,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,32,T082,5,1,4,200.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,33,T082,2,0,2,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,36,T082,3,0,3,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,37,T082,1,0,1,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,38,T082,2,0,2,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2017,39,T082,4,0,4,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2018,23,T082,20,0,20,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2018,24,T082,13,0,13,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2018,25,T082,21,0,21,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2018,26,T082,9,0,9,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
